0;0.9245965;0.013816641;8;0;0;8;0.0754035;0.013816641
2;0.5538995;0.042453396;4;0.004899;0.001300133;4;0.44120125;0.041201217
4;0.25354325;0.008754775;4;0.0465775;0.008026087;4;0.69987875;0.014519169
6;0.2150955;0.034147704;4;0.0201535;0.005201928;4;0.764751;0.02917343
8;0.10956;0.041732664;4;0.0418745;0.027126754;4;0.84856575;0.018595893
10;0.074745;0.031110528;8;0.0708;0.060478579;8;0.854455125;0.048232233
20;0;0;4;0.41476125;0.059046313;4;0.58523875;0.059046313
30;0;0;4;0.54551625;0.062806311;4;0.45448375;0.062806311
