0,0.3602505,0.0182969937187194,8,0.005800625,0.00054528680199375,8,0.633949125,0.0178806645644914,8
2,0.213333,0.0174796796309314,2,0.0080345,0.000229809703885627,2,0.7786325,0.0177094893348171,2
6,0.113779,0.0133911882221108,2,0.0112265,0.000553664609669067,2,0.874995,0.0139455599385611,2
10,0.048855,0.00206192337393997,2,0.018745,0.00104368960903135,2,0.9324,0.00101823376490863,2
15,0.03154,0.0054192663710137,2,0.0218895,0.000979342891943369,2,0.9465705,0.00443992347907036,2
20,0.009724,0.00130107647738325,2,0.0403225,0.00241194123062732,2,0.9499535,0.00371301770801056,2
25,0.0039905,0.000707813887967734,2,0.0692315,0.0086882210204391,2,0.9267775,0.00797970002569018,2
30,0,0,2,0.0584465,0.00725562268175516,2,0.9415535,0.00725562268175514,2
40,0,0,2,0.121634,0.012307900633333,2,0.878366,0.0123079006333331,2
50,0,0,2,0.223175,0.0137617121754526,2,0.776825,0.0137617121754526,2
