0,0.89300107125,0.00940427464796793,8,0.0006156475,0.00119614883014197,8,0.10638328125,0.00964882228514583,8
2,0.6843665675,0.0636513815847922,4,0.0174644925,0.00215479303254203,4,0.2981689375,0.065551143158624,4
6,0.3777444875,0.0181609731148974,4,0.0465460525,0.00214418019373956,4,0.5757094575,0.0165264527861937,4
10,0.2097529875,0.0116853178779965,4,0.0760291425,0.00344270411883232,4,0.714217865,0.0129758317784038,4
15,0.1232025525,0.0225993884855784,4,0.1349039225,0.021543742124104,4,0.741893525,0.0424914809596759,4
20,0.060428335,0.0112162760898066,4,0.175473805,0.0672167438580093,4,0.7640978625,0.0760168596019139,4
25,0.0313796025,0.00147576856953419,4,0.2148467975,0.060294020772414,4,0.7537736,0.0612652150311529,4
30,0.01670422,0.00155171754704263,2,0.21955613,0.0530193190017073,2,0.76373965,0.0514676014546647,2
40,0.00232115,0.0046423,4,0.3676161925,0.0439588586915299,4,0.6300626575,0.0461334651624345,4
50,0.0019908725,0.003981745,4,0.4304922075,0.0818334429651335,4,0.56751692,0.0809411728800306,4
