0,0.902853835,0.0244279807671613,8,0.00127158125,0.002386442193083,8,0.095874585,0.0245923620401643,8
2,0.6428886,0.0407226348516964,4,0.01968392,0.00535002276826931,4,0.3374274825,0.035832277661579,4
6,0.26811604,0.0187552719077544,4,0.0423885475,0.0219342545875052,4,0.68949541,0.035588000758959,4
10,0.187560135,0.0544539431882519,4,0.1098030875,0.0197473226483041,4,0.7026367775,0.040530743638441,4
15,0.0616619725,0.0052733656495599,4,0.15181889,0.0400896481767359,4,0.7865191325,0.0439768010249429,4
20,0.0674729,0.011067621949624,4,0.23867941,0.0542575339318225,4,0.693847685,0.0630151735566482,4
25,0.02605083,0.00957294869119228,4,0.3060309275,0.0293700358263774,4,0.6679182425,0.0354509039195207,4
30,0.0076427675,0.00964382214144501,4,0.3640489675,0.066035569737871,4,0.628308265,0.0714834009430919,4
40,0,0,2,0.51337181,0.026242076152717,2,0.48662819,0.0262420761527171,2
50,0,0,4,0.5442573575,0.0662344532236355,4,0.4557426425,0.0662344532236355,4
