0,0.893001072125,0.00940427416533376,8,0.000615647625,0.00119614896977138,8,0.10638328125,0.00964882228514583,8
2,0.6630728425,0.0169896200856766,4,0.01541474625,0.00102323084994553,4,0.32151241,0.0161252729858505,4
6,0.3882493825,0.0335066914904992,4,0.052833102,0.00794568402419104,4,0.5589175175,0.0291979636814149,4
10,0.28804072,0.0109689090903426,2,0.0625030825,0.00180127320779289,2,0.6494562,0.00916763941808359,2
15,0.10435859,0.0073576308127141,4,0.133664532,0.0118848421492338,4,0.7619768825,0.0183766905222338,4
20,0.0739420575,0.018806056926025,4,0.188369621,0.0364104775722712,4,0.737688325,0.0540462147963479,4
25,0.04271033,0.00966452143172818,4,0.28232762775,0.0538204117012071,4,0.67496204,0.0562205723710998,4
30,0.0255807575,0.00493541910230107,4,0.3061713565,0.0888839042095877,4,0.668247885,0.0842113868386256,4
40,0,0,2,0.4980378495,0.00991629508662589,2,0.50196215,0.00991629579373261,2
50,0,0,4,0.525688308,0.0913589246941249,4,0.47431169,0.0913589241959912,4
